taxon,common_name,functional_group,commercial_group,group,weights,confidence,evidence,explanation
Scomber,Chub mackerels,Medium pelagics (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Cypselurus,Cypselurid flyingfishes,Small pelagics (<30 cm),Other fishes & inverts,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,Analyst habitat/size inference: SAU small-pelagic class matches the source <=30 cm pelagic pool after dedicated source taxa were handled (Appendix 6.1.23 p.338).
Sergestidae,Sergestid shrimp,Shrimps,Crustaceans,Zooplankton | Shrimps,,low,composite_split,"Coarse crustacean label spans source Acetes in Zooplankton, other shrimps, crabs and residual benthic crustaceans (Appendix 6.1 pp.323-326); Sergestidae is restricted to the first two. Source membership precedes SAU habitat class."
Prionace glauca,Blue shark,Large sharks (>=90 cm),Sharks & rays,Pelagic sharks and rays,,medium,habitat_size_guild,"Pelagic shark lineage matches the pelagic elasmobranch definition, Appendix 6.1.25 p.340; species placement is analyst inference."
Xiphias gladius,Swordfish,Large pelagics (>=90 cm),Tuna & billfishes,Unresolved,,unresolved,none,Northern continental-shelf model lacks a documented oceanic billfish or deep-pelagic compartment; assigning coastal juvenile/adult pelagic SPPR would be unsupported.
Scylla serrata,Indo-Pacific swamp crab,"Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"Source benthic crustaceans exclude shrimps and crabs (Appendix 6.1.5 p.324); lobsters remain in that residual, while true crabs use Crabs."
Malacostraca,"Lobsters, crabs, shrimps, krill",Shrimps,Crustaceans,Zooplankton | Benthic crustaceans | Shrimps | Crabs,,low,composite_split,"Coarse crustacean label spans source Acetes in Zooplankton, other shrimps, crabs and residual benthic crustaceans (Appendix 6.1 pp.323-326); Sergestidae is restricted to the first two. Source membership precedes SAU habitat class."
Scyris indica,Indian threadfish,Large reef assoc. fish (>=90 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference: pelagic carangid lineage, excluding source dedicated stocks; unaged >30 cm records span juvenile/adult large pelagics (Appendix 6.1.23-24). Family-level Carangidae also includes the small pool."
Metapenaeus joyneri,Shiba shrimp,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Gadiformes,Cods,Medium benthopelagics (30 - 89 cm),Cod-likes,Demesral fish (≤ 30 cm) | Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,low,composite_split,"Analyst coarse-catch inference from SAU Medium benthopelagics (30 - 89 cm) to residual habitat/size pools in Appendix 6.1 pp.335-339, excluding dedicated named taxa; period model catch weights preserve stanza selectivity."
Cynoglossus,Tonguesoles,Small to medium flatfishes (<90 cm),Flatfishes,Demesral fish (≤ 30 cm) | Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,low,composite_split,"Flatfishes are demersal, but SAU <90 cm band does not distinguish the source <=30 cm species pool from >30 cm juvenile/adult fish; all three residual demersal pools remain candidates."
Gerreidae,"Mojarras, silverbellies",Small benthopelagics (<30 cm),Perch-likes,Benthopelagic fish,,low,habitat_size_guild,"Analyst habitat match to final-table Benthopelagic fish. Appendix 6.1.21-22 pp.337-338 separately describes small and large pools, but only one survives in the authoritative table; its size composition remains uncertain."
Panulirus longipes,Longlegged spiny lobster,"Lobsters, crabs",Crustaceans,Benthic crustaceans,,high,taxonomic_containment,"Source benthic crustaceans exclude shrimps and crabs (Appendix 6.1.5 p.324); lobsters remain in that residual, while true crabs use Crabs."
Epinephelus maculatus,Highfin grouper,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Adult groupers,,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Adult groupers by this family or explicitly names Epinephelus maculatus; dedicated source placement overrides the SAU class Medium reef assoc. fish (30 - 89 cm).
Pagrus major,Japanese seabream,Large demersals (>=90 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Caesio,Caesios,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Penaeus monodon,Giant tiger prawn,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Carcharhinidae,Requiem sharks,Large sharks (>=90 cm),Sharks & rays,Demersal sharks and rays | Pelagic sharks and rays,,low,composite_split,Coarse or habitat-ambiguous elasmobranch record spans the two source habitat compartments; SAU shark/ray size is insufficient to select one.
Paralichthyidae,Largetooth flounders,Small to medium flatfishes (<90 cm),Flatfishes,Demesral fish (≤ 30 cm) | Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,low,composite_split,"Flatfishes are demersal, but SAU <90 cm band does not distinguish the source <=30 cm species pool from >30 cm juvenile/adult fish; all three residual demersal pools remain candidates."
Sillaginidae,Smelt-whitings,Medium demersals (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Thryssa,Thryssas,Small pelagics (<30 cm),Anchovies,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,"Source small-pelagic pool explicitly includes sardines, thryssa and anchovies (Appendix 6.1.23 p.338); extension to the catch lineage uses SAU size as a proxy and is not a full species list."
Rachycentridae,Cobias,Large pelagics (>=90 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Tylosurus crocodilus,Hound needlefish,Large pelagics (>=90 cm),Other fishes & inverts,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Acanthuridae,"Surgeons, tangs, unicornfishes",Small reef assoc. fish (<30 cm),Perch-likes,Demesral fish (≤ 30 cm),,medium,habitat_size_guild,"Analyst habitat/size inference: small demersal or reef-associated fish after excluding dedicated taxonomic groups, matching Appendix 6.1.19 <=30 cm residual demersal pool."
Trachurus japonicus,Japanese jack mackerel,Medium demersals (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference: pelagic carangid lineage, excluding source dedicated stocks; unaged >30 cm records span juvenile/adult large pelagics (Appendix 6.1.23-24). Family-level Carangidae also includes the small pool."
Lactarius lactarius,False trevally,Medium pelagics (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Lethrinus,Emperors,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Balistidae,Triggerfishes,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Gymnocranius,Largeeye breams,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Penaeus latisulcatus,Western king prawn,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Dussumieria elopsoides,Slender rainbow sardine,Small pelagics (<30 cm),Herring-likes,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,"Source small-pelagic pool explicitly includes sardines, thryssa and anchovies (Appendix 6.1.23 p.338); extension to the catch lineage uses SAU size as a proxy and is not a full species list."
Megalops cyprinoides,Indo-Pacific tarpon,Large pelagics (>=90 cm),Other fishes & inverts,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Plectorhinchus,Sweetlips,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Apostichopus japonicus,Japanese sea cucumber,Other demersal invertebrates,Other fishes & inverts,Echinoderms,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Portunidae,Swimming crabs,"Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"Source benthic crustaceans exclude shrimps and crabs (Appendix 6.1.5 p.324); lobsters remain in that residual, while true crabs use Crabs."
Haliotidae,"Abalones, ear shells",Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Batoidea,"Batoids, skates, rays, sawfishes",Large rays (>=90 cm),Sharks & rays,Demersal sharks and rays | Pelagic sharks and rays,,low,composite_split,Coarse or habitat-ambiguous elasmobranch record spans the two source habitat compartments; SAU shark/ray size is insufficient to select one.
Istiophorus,Sailfishes,Large pelagics (>=90 cm),Tuna & billfishes,Unresolved,,unresolved,none,Northern continental-shelf model lacks a documented oceanic billfish or deep-pelagic compartment; assigning coastal juvenile/adult pelagic SPPR would be unsupported.
Platycaranx malabaricus,Malabar trevally,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference: pelagic carangid lineage, excluding source dedicated stocks; unaged >30 cm records span juvenile/adult large pelagics (Appendix 6.1.23-24). Family-level Carangidae also includes the small pool."
Nemipterus japonicus,Japanese threadfin bream,Small demersals (<30 cm),Perch-likes,Threadfin bream (nemipterids),,high,explicit_member,Appendix 6.1 pp.327-335 defines Threadfin bream (nemipterids) by this family or explicitly names Nemipterus japonicus; dedicated source placement overrides the SAU class Small demersals (<30 cm).
Bothidae,Lefteye flounders,Small to medium flatfishes (<90 cm),Flatfishes,Demesral fish (≤ 30 cm) | Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,low,composite_split,"Flatfishes are demersal, but SAU <90 cm band does not distinguish the source <=30 cm species pool from >30 cm juvenile/adult fish; all three residual demersal pools remain candidates."
Drepane,Sicklefishes,Medium benthopelagics (30 - 89 cm),Perch-likes,Benthopelagic fish,,low,habitat_size_guild,"Analyst habitat match to final-table Benthopelagic fish. Appendix 6.1.21-22 pp.337-338 separately describes small and large pools, but only one survives in the authoritative table; its size composition remains uncertain."
Lateolabrax japonicus,Japanese seabass,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Auxis rochei,Bullet tuna,Medium pelagics (30 - 89 cm),Tuna & billfishes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Nibea mitsukurii,Honnibe croaker,Medium benthopelagics (30 - 89 cm),Perch-likes,Juvenile large croakers | Croakers (> 30 cm),model_catch,low,composite_split,Appendix 6.1.17-18 pp.333-335 separates small-species croakers and two large-croaker stanzas; Larimichthys crocea is explicitly large. For other sciaenids the candidate set uses SAU size only as inference; model_catch avoids an invented stage allocation.
Meretrix lusoria,Japanese hard clam,Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Hemiramphidae,"Halfbeaks, garfishes",Medium pelagics (30 - 89 cm),Other fishes & inverts,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Istiophorus platypterus,Indo-Pacific sailfish,Large pelagics (>=90 cm),Tuna & billfishes,Unresolved,,unresolved,none,Northern continental-shelf model lacks a documented oceanic billfish or deep-pelagic compartment; assigning coastal juvenile/adult pelagic SPPR would be unsupported.
Modiolus,Horse mussels,Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Istiompax indica,Black marlin,Large pelagics (>=90 cm),Tuna & billfishes,Unresolved,,unresolved,none,Northern continental-shelf model lacks a documented oceanic billfish or deep-pelagic compartment; assigning coastal juvenile/adult pelagic SPPR would be unsupported.
Marine pelagic fishes not identified,Pelagic fishes,Medium pelagics (30 - 89 cm),Other fishes & inverts,Pelagic fish (≤ 30 cm) | Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,low,composite_split,"Analyst coarse-catch inference from SAU Medium pelagics (30 - 89 cm) to residual habitat/size pools in Appendix 6.1 pp.335-339, excluding dedicated named taxa; period model catch weights preserve stanza selectivity."
Sardinella zunasi,Japanese sardinella,Small pelagics (<30 cm),Herring-likes,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,"Source small-pelagic pool explicitly includes sardines, thryssa and anchovies (Appendix 6.1.23 p.338); extension to the catch lineage uses SAU size as a proxy and is not a full species list."
Muraenidae,Moray eels,Large reef assoc. fish (>=90 cm),Other fishes & inverts,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Rachycentron canadum,Cobia,Large pelagics (>=90 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Mierspenaeopsis hardwickii,Spear shrimp,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Ibacus ciliatus,Sand Crayfish,"Lobsters, crabs",Crustaceans,Benthic crustaceans,,high,taxonomic_containment,"Source benthic crustaceans exclude shrimps and crabs (Appendix 6.1.5 p.324); lobsters remain in that residual, while true crabs use Crabs."
Istiophoridae,Billfishes,Large pelagics (>=90 cm),Tuna & billfishes,Unresolved,,unresolved,none,Northern continental-shelf model lacks a documented oceanic billfish or deep-pelagic compartment; assigning coastal juvenile/adult pelagic SPPR would be unsupported.
Panulirus polyphagus,Mud spiny lobster,"Lobsters, crabs",Crustaceans,Benthic crustaceans,,high,taxonomic_containment,"Source benthic crustaceans exclude shrimps and crabs (Appendix 6.1.5 p.324); lobsters remain in that residual, while true crabs use Crabs."
Mierspenaeopsis sculptilis,Rainbow shrimp,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Acanthurus,Surgeonfishes,Small reef assoc. fish (<30 cm),Perch-likes,Demesral fish (≤ 30 cm),,medium,habitat_size_guild,"Analyst habitat/size inference: small demersal or reef-associated fish after excluding dedicated taxonomic groups, matching Appendix 6.1.19 <=30 cm residual demersal pool."
Palinuridae,Spiny lobsters,"Lobsters, crabs",Crustaceans,Benthic crustaceans,,high,taxonomic_containment,"Source benthic crustaceans exclude shrimps and crabs (Appendix 6.1.5 p.324); lobsters remain in that residual, while true crabs use Crabs."
Terapontidae,"Grunters, tigerperches",Medium demersals (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Octopus vulgaris,Common octopus,Cephalopods,Other fishes & inverts,Cephalopods,,high,taxonomic_containment,"Cephalopoda is contained by the single source Cephalopods group, Appendix 6.1.8 pp.326-327."
Solenocera crassicornis,Coastal mud shrimp,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Thunnus alalunga,Albacore,Large pelagics (>=90 cm),Tuna & billfishes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Scorpaenidae,"Scorpionfishes, rockfishes",Large reef assoc. fish (>=90 cm),Scorpionfishes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Carcharhinus falciformis,Silky shark,Large sharks (>=90 cm),Sharks & rays,Pelagic sharks and rays,,medium,habitat_size_guild,"Pelagic shark lineage matches the pelagic elasmobranch definition, Appendix 6.1.25 p.340; species placement is analyst inference."
Metapenaeus affinis,Jinga shrimp,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Marine groundfishes not identified,Groundfishes,Medium demersals (30 - 89 cm),Other fishes & inverts,Demesral fish (≤ 30 cm) | Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,low,composite_split,"Analyst coarse-catch inference from SAU Medium demersals (30 - 89 cm) to residual habitat/size pools in Appendix 6.1 pp.335-339, excluding dedicated named taxa; period model catch weights preserve stanza selectivity."
Sardinella albella,White sardinella,Small reef assoc. fish (<30 cm),Herring-likes,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,"Source small-pelagic pool explicitly includes sardines, thryssa and anchovies (Appendix 6.1.23 p.338); extension to the catch lineage uses SAU size as a proxy and is not a full species list."
Placuna placenta,Windowpane oyster,Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Scaridae,Parrotfishes,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Seriolina nigrofasciata,Blackbanded trevally,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference: pelagic carangid lineage, excluding source dedicated stocks; unaged >30 cm records span juvenile/adult large pelagics (Appendix 6.1.23-24). Family-level Carangidae also includes the small pool."
Saurida undosquamis,Brushtooth lizardfish,Medium demersals (30 - 89 cm),Other fishes & inverts,Lizard fish (synodontids),,high,explicit_member,Appendix 6.1 pp.327-335 defines Lizard fish (synodontids) by this family or explicitly names Saurida undosquamis; dedicated source placement overrides the SAU class Medium demersals (30 - 89 cm).
Atule mate,Yellowtail scad,Small pelagics (<30 cm),Perch-likes,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,Analyst habitat/size inference: SAU small-pelagic class matches the source <=30 cm pelagic pool after dedicated source taxa were handled (Appendix 6.1.23 p.338).
Scarus,Parrots,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Thunnus,Tunas,Large pelagics (>=90 cm),Tuna & billfishes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Ruditapes philippinarum,Japanese carpet shell,Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Metapenaeus tenuipes,Stork shrimp,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Acanthocybium solandri,Wahoo,Large pelagics (>=90 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Acanthopagrus schlegelii,Blackhead seabream,Medium demersals (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Lobotes surinamensis,Tripletail,Large benthopelagics (>=90 cm),Perch-likes,Benthopelagic fish,,low,habitat_size_guild,"Analyst habitat match to final-table Benthopelagic fish. Appendix 6.1.21-22 pp.337-338 separately describes small and large pools, but only one survives in the authoritative table; its size composition remains uncertain."
Sepioteuthis lessoniana,Bigfin reef squid,Cephalopods,Other fishes & inverts,Cephalopods,,high,taxonomic_containment,"Cephalopoda is contained by the single source Cephalopods group, Appendix 6.1.8 pp.326-327."
Eleutheronema tetradactylum,Fourfinger threadfin,Large demersals (>=90 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Scatophagus,Scats,Medium demersals (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Thunnus orientalis,Pacific bluefin tuna,Large pelagics (>=90 cm),Tuna & billfishes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Siganus canaliculatus,White-spotted spinefoot,Small reef assoc. fish (<30 cm),Perch-likes,Demesral fish (≤ 30 cm),,medium,habitat_size_guild,"Analyst habitat/size inference: small demersal or reef-associated fish after excluding dedicated taxonomic groups, matching Appendix 6.1.19 <=30 cm residual demersal pool."
Polydactylus sexfilis,Sixfinger threadfin,Medium demersals (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Hilsa kelee,Kelee shad,Small pelagics (<30 cm),Herring-likes,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,Analyst habitat/size inference: SAU small-pelagic class matches the source <=30 cm pelagic pool after dedicated source taxa were handled (Appendix 6.1.23 p.338).
Thenus orientalis,Flathead lobster,"Lobsters, crabs",Crustaceans,Benthic crustaceans,,high,taxonomic_containment,"Source benthic crustaceans exclude shrimps and crabs (Appendix 6.1.5 p.324); lobsters remain in that residual, while true crabs use Crabs."
Acetes sibogae,Alamang shrimp,Shrimps,Crustaceans,Zooplankton,,high,explicit_member,"Appendix 6.1.3 p.323 explicitly records Acetes spp. (Mo shrimp) catch in Zooplankton, overriding the SAU shrimp class."
Kajikia audax,Striped marlin,Large pelagics (>=90 cm),Tuna & billfishes,Unresolved,,unresolved,none,Northern continental-shelf model lacks a documented oceanic billfish or deep-pelagic compartment; assigning coastal juvenile/adult pelagic SPPR would be unsupported.
Penaeus semisulcatus,Green tiger prawn,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Siganidae,Rabbitfishes,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Gerres,Silver biddies,Small benthopelagics (<30 cm),Perch-likes,Benthopelagic fish,,low,habitat_size_guild,"Analyst habitat match to final-table Benthopelagic fish. Appendix 6.1.21-22 pp.337-338 separately describes small and large pools, but only one survives in the authoritative table; its size composition remains uncertain."
