taxon,common_name,functional_group,commercial_group,group,weights,confidence,evidence,explanation
Oratosquilla oratoria,Japanese squillid mantis shrimp,Shrimps,Crustaceans,Shrimps,,medium,analogue,"The Japanese mantis shrimp is a stomatopod landed with the shrimp catch of the East China Sea trawl fishery; placed with the model's shrimp compartment for the same reason as the family record, since Benthic Crustaceans is defined as Gammaridea and Cumacea."
Saurida,Lizardfishes,Medium demersals (30 - 89 cm),Other fishes & inverts,Piscivores,,high,taxonomic_containment,Supplementary Table S1 lists Saurida tumbil in Piscivores; this genus-level record is that genus.
Stolephorus,Garment anchovies,Small pelagics (<30 cm),Anchovies,Planktivores,,high,taxonomic_containment,Supplementary Table S1 lists Stolephorus commersonnii in Planktivores; this genus-level record is that genus.
Sphyraena,"Barracudas, sennets",Large pelagics (>=90 cm),Perch-likes,Piscivores,,high,taxonomic_containment,Supplementary Table S1 lists Sphyraena pinguis and Sphyraena japonica in Piscivores; this genus-level record is that genus.
Rapana,Rapa whelks,Other demersal invertebrates,Molluscs,Mollusks,,medium,taxonomic_containment,"Rapa whelks fall inside the model's Mollusks group by name, but Supplementary Table S1 states its composition as bivalves only, so a gastropod is included on the group's taxonomic name rather than on its listed membership."
Sphyraenidae,Barracudas,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Piscivores,,high,taxonomic_containment,"Supplementary Table S1 lists two Sphyraena species in Piscivores; Sphyraenidae is a monogeneric family, so the family record is that genus."
Pseudopleuronectes herzensteini,Yellow striped flounder,Small to medium flatfishes (<90 cm),Flatfishes,Benthivores,,medium,habitat_size_guild,"Pleuronectid flounder feeding on polychaetes and small benthic crustaceans, the Benthivores type of Supplementary Table S1."
Hemitriakis japanica,Japanese topeshark,Large sharks (>=90 cm),Sharks & rays,Sharks,,high,taxonomic_containment,"Japanese topeshark fall inside the model's Sharks group, which Supplementary Table S1 represents by Scoliodon laticaudus and which is the model's only shark compartment."
Makaira mazara,Indo-Pacific blue marlin,Large pelagics (>=90 cm),Tuna & billfishes,Piscivores,,low,analogue,Blue marlin is an oceanic piscivore placed in the model's fish-eating guild by analogy; no billfish appears in Supplementary Table S1.
Marine pelagic fishes not identified,Pelagic fishes,Medium pelagics (30 - 89 cm),Other fishes & inverts,Piscivores | Planktivores/Benthivores | Planktivores/piscivores,,medium,composite_split,"Unidentified pelagic finfish, classed Medium pelagics (30 - 89 cm); apportioned across the three guilds whose listed members are pelagic or benthopelagic fish of that size (Scomber japonicus in Planktivores/Benthivores; Decapterus, Trachurus, Pampus in Planktivores/piscivores; Scomberomorus, Auxis, Coryphaena in Piscivores). Planktivores is excluded because every species Supplementary Table S1 lists there is under 30 cm."
Mierspenaeopsis hardwickii,Spear shrimp,Shrimps,Crustaceans,Shrimps,,high,synonym,"Supplementary Table S1 lists 'Parapenaeopsis hardwickii' under Shrimps, the historical combination of this species."
Beryx,Alfonsinos,Medium benthopelagics (30 - 89 cm),Other fishes & inverts,Piscivores,,medium,habitat_size_guild,"Alfonsinos are deep-slope predators on fish, squid and large crustaceans."
Auxis thazard,Frigate tuna,Medium pelagics (30 - 89 cm),Tuna & billfishes,Piscivores,,high,explicit_member,Supplementary Table S1 lists Auxis thazard under Piscivores.
Polydactylus sexfilis,Sixfinger threadfin,Medium demersals (30 - 89 cm),Perch-likes,Benthivores,,high,taxonomic_containment,"Supplementary Table S1 lists Polydactylus sextarius under Benthivores; this record is another species of that listed genus. It corrects an inherited assignment to Omnivores, which holds the other polynemid, Eleutheronema tetradactylum."
Seriola dumerili,Greater amberjack,Large reef assoc. fish (>=90 cm),Perch-likes,Piscivores,,medium,habitat_size_guild,"Greater amberjack is a large carangid piscivore, matching the model's fish-eating guild."
Cheilopogon unicolor,Limpidwing flyingfish,Medium pelagics (30 - 89 cm),Other fishes & inverts,Planktivores,,medium,habitat_size_guild,Flyingfish; an epipelagic zooplanktivore matching the model's plankton-feeding guild.
Lates calcarifer,Barramundi,Large demersals (>=90 cm),Perch-likes,Piscivores,,medium,habitat_size_guild,Barramundi is a large estuarine and coastal ambush piscivore.
Hexagrammidae,Greenlings,Medium demersals (30 - 89 cm),Scorpionfishes,Benthivores,,medium,habitat_size_guild,"Family record dominated in these landings by Hexagrammos, a demersal invertebrate feeder; the one pelagic-feeding hexagrammid, Pleurogrammus azonus, is reported separately by Sea Around Us."
Clupanodon thrissa,Chinese gizzard shad,Small pelagics (<30 cm),Herring-likes,Planktivores,,medium,habitat_size_guild,"Small clupeid filter feeder, the same functional type as Sardinella aurita, which Supplementary Table S1 lists in Planktivores."
Ommastrephes bartramii,Neon flying squid,Cephalopods,Other fishes & inverts,Cephalopods,,high,explicit_member,Supplementary Table S1 lists Ommastrephes bartrami under Cephalopods; this record is that species under its accepted spelling.
Mola mola,Ocean sunfish,Large pelagics (>=90 cm),Other fishes & inverts,Unresolved,,unresolved,none,"Ocean sunfish is an oceanic specialist on gelatinous zooplankton. The model has no gelatinous-feeding fish guild - cnidarians appear only as the prey group Other invertebrates - and no oceanic compartment beyond the shelf predators of Piscivores, so there is no group this record can honestly enter."
Scaridae,Parrotfishes,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Unresolved,,unresolved,none,"Parrotfishes are obligate reef herbivores grazing algae and coral. The model of the East China Sea shelf has no herbivorous fish group at all - the lowest fish guild, Planktivores, is a zooplankton feeder - so this record has no home in it."
Aluterus,Aluterid filefishes,Large reef assoc. fish (>=90 cm),Other fishes & inverts,Planktivores/piscivores,,high,taxonomic_containment,Supplementary Table S1 lists Aluterus monoceros in Planktivores/piscivores; this genus-level record is that genus.
Chionoecetes,"Tanner, snow crabs","Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"Snow crabs fall inside the model's Crabs group, which Supplementary Table S1 fills with six portunids (Portunus trituberculatus, Charybdis feriatus, C. bimaculata, P. sanguinolentus, C. acuta, P. argentatus)."
Prionace glauca,Blue shark,Large sharks (>=90 cm),Sharks & rays,Sharks,,high,taxonomic_containment,"Blue shark fall inside the model's Sharks group, which Supplementary Table S1 represents by Scoliodon laticaudus and which is the model's only shark compartment."
Scylla,Mud crabs,"Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"Mud crabs fall inside the model's Crabs group, which Supplementary Table S1 fills with six portunids (Portunus trituberculatus, Charybdis feriatus, C. bimaculata, P. sanguinolentus, C. acuta, P. argentatus)."
Gadiformes,Cods,Medium benthopelagics (30 - 89 cm),Cod-likes,Planktivores | Piscivores,,medium,composite_split,Order-level record. Supplementary Table S1 places the model's two gadiforms in different guilds: Bregmaceros macclellandii in Planktivores and Coelorinchus multispinulosus in Piscivores. Apportioned by catch composition.
Encrasicholina punctifer,Buccaneer anchovy,Small pelagics (<30 cm),Anchovies,Planktivores,,medium,habitat_size_guild,Small engraulid zooplanktivore; Supplementary Table S1 places the closely related Stolephorus commersonnii and three Thryssa species in Planktivores.
Nibea albiflora,Yellow drum,Medium benthopelagics (30 - 89 cm),Perch-likes,Omnivores,,high,explicit_member,Supplementary Table S1 lists Nibea albiflora under Omnivores.
Carcharhinus falciformis,Silky shark,Large sharks (>=90 cm),Sharks & rays,Sharks,,high,taxonomic_containment,"Silky shark fall inside the model's Sharks group, which Supplementary Table S1 represents by Scoliodon laticaudus and which is the model's only shark compartment."
Parupeneus barberinus,Dash-and-dot goatfish,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Benthivores,,medium,habitat_size_guild,"Goatfish feeding on benthic invertebrates dug from the sediment, matching Benthivores."
Epinephelus malabaricus,Malabar grouper,Large reef assoc. fish (>=90 cm),Perch-likes,Piscivores,,medium,habitat_size_guild,"Malabar grouper is an ambush piscivore, matching the model's fish-eating guild."
Ranina ranina,Kona crab ,"Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"The spanner crab fall inside the model's Crabs group, which Supplementary Table S1 fills with six portunids (Portunus trituberculatus, Charybdis feriatus, C. bimaculata, P. sanguinolentus, C. acuta, P. argentatus)."
Metapenaeus ensis,Greasyback shrimp,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,"Greasyback shrimp fall inside the model's Shrimps group, which Supplementary Table S1 fills with thirteen penaeid, solenocerid, sergestid and caridean species including Metapenaeus joyneri, Parapenaeopsis hardwickii and Metapenaeopsis barbata."
Rachycentron canadum,Cobia,Large pelagics (>=90 cm),Perch-likes,Piscivores,,medium,habitat_size_guild,"Cobia is a large coastal pelagic predator on fish, crabs and squid."
Sphyraena barracuda,Great barracuda,Large pelagics (>=90 cm),Perch-likes,Piscivores,,high,taxonomic_containment,"Supplementary Table S1 lists two congeners, Sphyraena pinguis and S. japonica, in Piscivores."
Berycidae,"Alfonsinos, redfishes",Medium benthopelagics (30 - 89 cm),Other fishes & inverts,Piscivores,,medium,habitat_size_guild,"Alfonsinos are deep-slope predators on fish, squid and large crustaceans."
Psettodes erumei,Indian halibut,Small to medium flatfishes (<90 cm),Flatfishes,Piscivores,,medium,habitat_size_guild,Indian spiny turbot is a large ambush piscivore among the flatfishes.
Paralithodes,North Pacific king crabs,"Lobsters, crabs",Crustaceans,Crabs,,medium,taxonomic_containment,"King crabs are lithodid anomurans rather than brachyurans, but they are crabs in every practical sense and the model's Crabs group is its only large reptant decapod compartment."
Hemitrygon akajei,Whip stingray,Large rays (>=90 cm),Sharks & rays,Benthivores,,medium,habitat_size_guild,"Red stingray, a benthic feeder on crustaceans and polychaetes; Supplementary Table S1 places the dasyatid Dasyatis zugei in Benthivores."
Chionoecetes opilio,Snow crab,"Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"Snow crab fall inside the model's Crabs group, which Supplementary Table S1 fills with six portunids (Portunus trituberculatus, Charybdis feriatus, C. bimaculata, P. sanguinolentus, C. acuta, P. argentatus)."
Sillago sihama,Silver sillago,Medium demersals (30 - 89 cm),Perch-likes,Benthivores,,medium,habitat_size_guild,"Silver sillago feeds on polychaetes and small benthic crustaceans, matching Benthivores."
Lethrinus miniatus,Trumpet emperor,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Benthivores/piscivores,,medium,habitat_size_guild,"Trumpet emperor feeds on benthic crustaceans, echinoderms and fish, matching the mixed benthivore-piscivore guild; assigned consistently with the family record."
Istiophorus platypterus,Indo-Pacific sailfish,Large pelagics (>=90 cm),Tuna & billfishes,Piscivores,,low,analogue,Sailfish is an oceanic piscivore placed in the model's fish-eating guild by analogy; no billfish appears in Supplementary Table S1.
Lutjanus bohar,Two-spot red snapper,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Piscivores,,medium,habitat_size_guild,"Two-spot red snapper is a large piscivore, matching the model's fish-eating guild."
Rhincodon typus,Whale shark,Large sharks (>=90 cm),Sharks & rays,Sharks,,low,taxonomic_containment,"The whale shark falls inside the model's only shark compartment by name, but it is a planktivorous filter feeder while the group is parameterised as a top predator (TL 4.08-4.24, Scoliodon laticaudus Supplementary Table S1); the placement is taxonomic and the diet mismatch is real."
Sergestidae,Sergestid shrimp,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Supplementary Table S1 lists the sergestid Acetes chinensis under Shrimps; this family record is that family.
Lepidocybium flavobrunneum,Escolar,Large bathypelagics (>=90 cm),Perch-likes,Benthivores/piscivores,,medium,habitat_size_guild,"Escolar is a deep-slope gempylid taking fish, squid and crustaceans; Supplementary Table S1 places the gempylid Rexea prometheoides in Benthivores/piscivores."
Acetes,Acetes shrimps,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Supplementary Table S1 lists Acetes chinensis under Shrimps; this genus-level record is that genus.
Zenopsis nebulosa,Mirror dory,Medium bathydemersals (30 - 89 cm),Other fishes & inverts,Piscivores,,medium,habitat_size_guild,Mirror dory is a demersal ambush piscivore of the shelf edge.
Carcharhinus longimanus,Oceanic whitetip shark,Large sharks (>=90 cm),Sharks & rays,Sharks,,high,taxonomic_containment,"Oceanic whitetip shark fall inside the model's Sharks group, which Supplementary Table S1 represents by Scoliodon laticaudus and which is the model's only shark compartment."
Lutjanus,Snappers,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Piscivores,,medium,habitat_size_guild,"Snapper genus; nocturnal predators taking mainly fish, matching the model's fish-eating guild."
Alopias,Thresher sharks,Large sharks (>=90 cm),Sharks & rays,Sharks,,high,taxonomic_containment,"Thresher sharks fall inside the model's Sharks group, which Supplementary Table S1 represents by Scoliodon laticaudus and which is the model's only shark compartment."
Holothuriidae,Fleshy sea cucumbers,Other demersal invertebrates,Other fishes & inverts,Echinoderms,,high,taxonomic_containment,"Sea cucumbers fall inside the model's Echinoderms group, which Supplementary Table S1 represents by Ophiuroidea and which is the model's only echinoderm compartment."
Tripneustes gratilla,Shortspine urchin,Other demersal invertebrates,Other fishes & inverts,Echinoderms,,high,taxonomic_containment,"The collector urchin fall inside the model's Echinoderms group, which Supplementary Table S1 represents by Ophiuroidea and which is the model's only echinoderm compartment."
Chionoecetes japonicus,Red snow crab,"Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"Red snow crab fall inside the model's Crabs group, which Supplementary Table S1 fills with six portunids (Portunus trituberculatus, Charybdis feriatus, C. bimaculata, P. sanguinolentus, C. acuta, P. argentatus)."
Upeneus,Upeneid goatfishes,Small reef assoc. fish (<30 cm),Perch-likes,Benthivores,,medium,habitat_size_guild,"Goatfish genus; a sediment-sifting feeder on polychaetes and small crustaceans, matching Benthivores."
Echinozoa,Sea urchins and sea cucumbers,Other demersal invertebrates,Other fishes & inverts,Echinoderms,,high,taxonomic_containment,"Urchins and sea cucumbers fall inside the model's Echinoderms group, which Supplementary Table S1 represents by Ophiuroidea and which is the model's only echinoderm compartment."
Rhopilema hispidum,Sand jellyfish,Jellyfish,Other fishes & inverts,Other invertebrates,,high,explicit_member,Supplementary Table S1 defines the model's Other invertebrates group as 'Cnidaria'. The sand jellyfish are scyphozoan cnidarians and this is the model's only compartment for them.
Sphyrna,Hammerhead sharks,Large sharks (>=90 cm),Sharks & rays,Sharks,,high,taxonomic_containment,"Hammerhead sharks fall inside the model's Sharks group, which Supplementary Table S1 represents by Scoliodon laticaudus and which is the model's only shark compartment."
Isurus oxyrinchus,Shortfin mako,Large sharks (>=90 cm),Sharks & rays,Sharks,,high,taxonomic_containment,"Shortfin mako fall inside the model's Sharks group, which Supplementary Table S1 represents by Scoliodon laticaudus and which is the model's only shark compartment."
Pinctada,Mother of pearl oysters,Other demersal invertebrates,Molluscs,Mollusks,,high,explicit_member,Supplementary Table S1 defines the model's Mollusks group as 'Bivalves'; this record is a bivalve.
Scombroidei,"Tunas, bonitos, billfishes",Large pelagics (>=90 cm),Tuna & billfishes,Piscivores | Planktivores/Benthivores,,medium,composite_split,"Suborder record covering mackerels, tunas and billfishes; Supplementary Table S1 places the model's scombroids in Piscivores (Scomberomorus niphonius, S. guttatus, Auxis thazard) and Planktivores/Benthivores (Scomber japonicus). Apportioned by catch composition."
Caranx,Jacks,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Omnivores,,high,taxonomic_containment,Supplementary Table S1 lists Caranx sexfasciatus in Omnivores; this genus-level record is that genus.
